brand,name,product_type,ingredient,price,rank
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,CHOLESTEROL,80,4.7
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,LINOLEIC ACID,80,4.7
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,CAFFEINE,80,4.7
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,ACETYL GLUCOSAMINE,80,4.7
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,LINOLENIC ACID,80,4.7
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,ADENOSINE PHOSPHATE,80,4.7
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,PHOSPHOLIPIDS,80,4.7
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,ACETYL HEXAPEPTIDE-8,80,4.7
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,AMMONIUM ACRYLOYLDIMETHYLTAURATE/VP COPOLYMER,80,4.7
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,BEHENYL ALCOHOL,80,4.7
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,SACCHARIDE ISOMERATE,80,4.7
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,PEG-100 STEARATE,80,4.7
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,PHYTOSTEROLS,80,4.7
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,TOCOPHERYL ACETATE,80,4.7
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,TRIOLEIN,80,4.7
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,GLYCERYL STEARATE,80,4.7
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,TREHALOSE,80,4.7
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,POTASSIUM CETYL PHOSPHATE,80,4.7
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,CAPRYLYL GLYCOL,80,4.7
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,PROPYLENE GLYCOL DICAPRATE,80,4.7
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,SODIUM PCA,80,4.7
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,HELIANTHUS ANNUUS (SUNFLOWER) SEEDCAKE,80,4.7
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,PROPYLENE GLYCOL DICAPRYLATE,80,4.7
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,XANTHAN GUM,80,4.7
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER,80,4.7
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,SODIUM HYALURONATE,80,4.7
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,SODIUM LACTATE,80,4.7
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,DIPALMITOYL HYDROXYPROLINE,80,4.7
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,PHYTOSTERYL CANOLA GLYCERIDES,80,4.7
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,OLEIC ACID,80,4.7
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,PALMITIC ACID,80,4.7
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,STEARIC ACID,80,4.7
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,POTASSIUM SULFATE,80,4.7
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,ACRYLAMIDE/SODIUM ACRYLOYLDIMETHYLTAURATE COPOLYMER,80,4.7
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,DECARBOXY CARNOSINE HCL,80,4.7
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,ISOHEXADECANE,80,4.7
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,NORDIHYDROGUAIARETIC ACID,80,4.7
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,CARBOMER,80,4.7
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,POLYSORBATE 80,80,4.7
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,CYCLODEXTRIN,80,4.7
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,FRAGRANCE,80,4.7
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,SILICA,80,4.7
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,ETHYLBISIMINOMETHYLGUAIACOL MANGANESE CHLORIDE,80,4.7
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,SODIUM HYDROXIDE,80,4.7
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,PHENOXYETHANOL,80,4.7
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,RED 33 (CI 17200),80,4.7
ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,Moisturizer,BLUE 1 (CI 42090),80,4.7
KATE SOMERVILLE,Oil Free Moisturizer,Moisturizer,WATER,65,4.2
KATE SOMERVILLE,Oil Free Moisturizer,Moisturizer,ISOCETYL STEARATE,65,4.2
KATE SOMERVILLE,Oil Free Moisturizer,Moisturizer,PENTAERYTHRITYL TETRACAPRYLATE/TETRACAPRATE,65,4.2
KATE SOMERVILLE,Oil Free Moisturizer,Moisturizer,C12-15 ALKYL BENZOATE,65,4.2
KATE SOMERVILLE,Oil Free Moisturizer,Moisturizer,POLYAMIDE-5,65,4.2
KATE SOMERVILLE,Oil Free Moisturizer,Moisturizer,XYLITYLGLUCOSIDE,65,4.2
KATE SOMERVILLE,Oil Free Moisturizer,Moisturizer,ANHYDROXYLITOL,65,4.2
KATE SOMERVILLE,Oil Free Moisturizer,Moisturizer,XYLITOL,65,4.2
KATE SOMERVILLE,Oil Free Moisturizer,Moisturizer,DIPALMITOYL HYDROXYPROLINE,65,4.2
KATE SOMERVILLE,Oil Free Moisturizer,Moisturizer,PEG/PPG-18/18 DIMETHICONE,65,4.2
KATE SOMERVILLE,Oil Free Moisturizer,Moisturizer,BEHENYL ALCOHOL,65,4.2
KATE SOMERVILLE,Oil Free Moisturizer,Moisturizer,PULLULAN,65,4.2
KATE SOMERVILLE,Oil Free Moisturizer,Moisturizer,CETEARYL ETHYLHEXANOATE,65,4.2
KATE SOMERVILLE,Oil Free Moisturizer,Moisturizer,SODIUM POLYACRYLATE,65,4.2
KATE SOMERVILLE,Oil Free Moisturizer,Moisturizer,DIMETHICONE,65,4.2
KATE SOMERVILLE,Oil Free Moisturizer,Moisturizer,CYCLOPENTASILOXANE,65,4.2
KATE SOMERVILLE,Oil Free Moisturizer,Moisturizer,BUTYLENE GLYCOL,65,4.2
KATE SOMERVILLE,Oil Free Moisturizer,Moisturizer,TRIDECETH-6,65,4.2
KATE SOMERVILLE,Oil Free Moisturizer,Moisturizer,ALGAE EXTRACT,65,4.2
KATE SOMERVILLE,Oil Free Moisturizer,Moisturizer,TRIETHANOLAMINE,65,4.2
KATE SOMERVILLE,Oil Free Moisturizer,Moisturizer,AHNFELTIOPSIS CONCINNA EXTRACT,65,4.2
KATE SOMERVILLE,Oil Free Moisturizer,Moisturizer,ETHYLHEXYLGLYCERIN,65,4.2
KATE SOMERVILLE,Oil Free Moisturizer,Moisturizer,PHENOXYETHANOL,65,4.2
KATE SOMERVILLE,Oil Free Moisturizer,Moisturizer,ADENOSINE,65,4.2
SUPERGOOP!,CC Cream Daily Correct Broad Spectrum SPF 35+ Sunscreen,Moisturizer,WATER,34,4.4
SUPERGOOP!,CC Cream Daily Correct Broad Spectrum SPF 35+ Sunscreen,Moisturizer,CYCLOPENTASILOXANE,34,4.4
SUPERGOOP!,CC Cream Daily Correct Broad Spectrum SPF 35+ Sunscreen,Moisturizer,PROPANEDIOL,34,4.4
SUPERGOOP!,CC Cream Daily Correct Broad Spectrum SPF 35+ Sunscreen,Moisturizer,DIMETHICONE,34,4.4
SUPERGOOP!,CC Cream Daily Correct Broad Spectrum SPF 35+ Sunscreen,Moisturizer,IRON OXIDES,34,4.4
SUPERGOOP!,CC Cream Daily Correct Broad Spectrum SPF 35+ Sunscreen,Moisturizer,LAURYL PEG-9 POLYDIMETHYLSILOXYETHYL DIMETHICONE,34,4.4
SUPERGOOP!,CC Cream Daily Correct Broad Spectrum SPF 35+ Sunscreen,Moisturizer,GLYCERIN,34,4.4
SUPERGOOP!,CC Cream Daily Correct Broad Spectrum SPF 35+ Sunscreen,Moisturizer,PHENOXYETHANOL,34,4.4
SUPERGOOP!,CC Cream Daily Correct Broad Spectrum SPF 35+ Sunscreen,Moisturizer,PYRUS MALUS (APPLE) FRUIT EXTRACT,34,4.4
SUPERGOOP!,CC Cream Daily Correct Broad Spectrum SPF 35+ Sunscreen,Moisturizer,SODIUM CHLORIDE,34,4.4
SUPERGOOP!,CC Cream Daily Correct Broad Spectrum SPF 35+ Sunscreen,Moisturizer,MICA,34,4.4
SUPERGOOP!,CC Cream Daily Correct Broad Spectrum SPF 35+ Sunscreen,Moisturizer,DIMETHICONE/PEG-10/15 CROSSPOLYMER,34,4.4
SUPERGOOP!,CC Cream Daily Correct Broad Spectrum SPF 35+ Sunscreen,Moisturizer,TITANIUM DIOXIDE,34,4.4
SUPERGOOP!,CC Cream Daily Correct Broad Spectrum SPF 35+ Sunscreen,Moisturizer,TRIETHOXYCAPRYLYLSILANE,34,4.4
SUPERGOOP!,CC Cream Daily Correct Broad Spectrum SPF 35+ Sunscreen,Moisturizer,SILICA,34,4.4
SUPERGOOP!,CC Cream Daily Correct Broad Spectrum SPF 35+ Sunscreen,Moisturizer,DIMETHICONE/VINYL DIMETHICONE CROSSPOLYMER,34,4.4
SUPERGOOP!,CC Cream Daily Correct Broad Spectrum SPF 35+ Sunscreen,Moisturizer,CHONDRUS CRISPUS EXTRACT,34,4.4
SUPERGOOP!,CC Cream Daily Correct Broad Spectrum SPF 35+ Sunscreen,Moisturizer,TETRASODIUM EDTA,34,4.4
SUPERGOOP!,CC Cream Daily Correct Broad Spectrum SPF 35+ Sunscreen,Moisturizer,HYDROLYZED CHONDRUS CRISPUS EXTRACT,34,4.4
SUPERGOOP!,CC Cream Daily Correct Broad Spectrum SPF 35+ Sunscreen,Moisturizer,METHYLISOTHIAZOLINONE,34,4.4
SUPERGOOP!,CC Cream Daily Correct Broad Spectrum SPF 35+ Sunscreen,Moisturizer,TIN OXIDE,34,4.4
SUPERGOOP!,CC Cream Daily Correct Broad Spectrum SPF 35+ Sunscreen,Moisturizer,SODIUM HYALURONATE,34,4.4
ALGENIST,Overnight Restorative Cream,Moisturizer,WATER,94,4.4
ALGENIST,Overnight Restorative Cream,Moisturizer,ISOPROPYL ISOSTEARATE,94,4.4
ALGENIST,Overnight Restorative Cream,Moisturizer,BUTYROSPERMUM PARKII BUTTER (BUTYROSPERMUM PARKII (SHEA BUTTER)),94,4.4
ALGENIST,Overnight Restorative Cream,Moisturizer,GLYCERIN,94,4.4
ALGENIST,Overnight Restorative Cream,Moisturizer,STEARIC ACID,94,4.4
ALGENIST,Overnight Restorative Cream,Moisturizer,SQUALANE,94,4.4
ALGENIST,Overnight Restorative Cream,Moisturizer,BUTYLENE GLYCOL,94,4.4
ALGENIST,Overnight Restorative Cream,Moisturizer,DIMETHICONE,94,4.4
ALGENIST,Overnight Restorative Cream,Moisturizer,GLYCERYL STEARATE SE,94,4.4
ALGENIST,Overnight Restorative Cream,Moisturizer,CETEARYL ALCOHOL,94,4.4
ALGENIST,Overnight Restorative Cream,Moisturizer,DIMETHICONE CROSSPOLYMER,94,4.4
ALGENIST,Overnight Restorative Cream,Moisturizer,ASCORBYL GLUCOSIDE,94,4.4
ALGENIST,Overnight Restorative Cream,Moisturizer,PENTYLENE GLYCOL,94,4.4
ALGENIST,Overnight Restorative Cream,Moisturizer,ALGAE EXOPOLYSACCHARIDES,94,4.4
ALGENIST,Overnight Restorative Cream,Moisturizer,ALGAE EXTRACT,94,4.4
ALGENIST,Overnight Restorative Cream,Moisturizer,TOCOPHERYL ACETATE,94,4.4
ALGENIST,Overnight Restorative Cream,Moisturizer,CITRULLUS VULGARIS FRUIT EXTRACT (CITRULLUS VULGARIS (WATERMELON) FRUIT EXTRACT),94,4.4
ALGENIST,Overnight Restorative Cream,Moisturizer,LENS ESCULENTA FRUIT EXTRACT (LENS ESCULENTA (LENTIL) FRUIT EXTRACT),94,4.4
ALGENIST,Overnight Restorative Cream,Moisturizer,OLEANOLIC ACID,94,4.4
ALGENIST,Overnight Restorative Cream,Moisturizer,PALMITOYL OLIGOPEPTIDE,94,4.4
ALGENIST,Overnight Restorative Cream,Moisturizer,PALMITOYL TETRAPEPTIDE-7,94,4.4
ALGENIST,Overnight Restorative Cream,Moisturizer,PYRUS MALUS FRUIT EXTRACT (PYRUS MALUS (APPLE) FRUIT EXTRACT),94,4.4
ALGENIST,Overnight Restorative Cream,Moisturizer,ENANTIA CHLORANTHA BARK EXTRACT,94,4.4
ALGENIST,Overnight Restorative Cream,Moisturizer,CRITHMUM MARITIMUM EXTRACT,94,4.4
ALGENIST,Overnight Restorative Cream,Moisturizer,SILYBUM MARIANUM SEED OIL,94,4.4
ALGENIST,Overnight Restorative Cream,Moisturizer,CAPRYLIC/CAPRIC TRIGLYCERIDE,94,4.4
ALGENIST,Overnight Restorative Cream,Moisturizer,CETEARETH-20,94,4.4
ALGENIST,Overnight Restorative Cream,Moisturizer,DIMETHICONE,94,4.4
ALGENIST,Overnight Restorative Cream,Moisturizer,ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER,94,4.4
ALGENIST,Overnight Restorative Cream,Moisturizer,SODIUM HYDROXIDE,94,4.4
ALGENIST,Overnight Restorative Cream,Moisturizer,CAPRYLYL GLYCOL,94,4.4
ALGENIST,Overnight Restorative Cream,Moisturizer,HYDROGENATED VEGETABLE OIL,94,4.4
ALGENIST,Overnight Restorative Cream,Moisturizer,HEXYLENE GLYCOL,94,4.4
ALGENIST,Overnight Restorative Cream,Moisturizer,PHENOXYETHANOL,94,4.4
ALGENIST,Overnight Restorative Cream,Moisturizer,DISODIUM EDTA,94,4.4
ALGENIST,Overnight Restorative Cream,Moisturizer,FRAGRANCE,94,4.4
ALGENIST,Overnight Restorative Cream,Moisturizer,SODIUM PCA,94,4.4
ALGENIST,Overnight Restorative Cream,Moisturizer,CARBOMER,94,4.4
ALGENIST,Overnight Restorative Cream,Moisturizer,POLYSORBATE 20,94,4.4
ALGENIST,Overnight Restorative Cream,Moisturizer,SODIUM LACTATE,94,4.4
ALGENIST,Overnight Restorative Cream,Moisturizer,ETHYLHEXYLGLYCERIN,94,4.4
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,OCTINOXATE 7.5%,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,OCTISALATE 2.0%,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,OCTOCRYLENE 2.0%,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,TITANIUM DIOXIDE 3.0%,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,ZINC OXIDE 3.0%WATER,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,BUTYLENE GLYCOL,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,CETYL ALCOHOL,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,NEOPENTYL GLYCOL DIHEPTANOATE,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,C12-15 ALKYL BENZOATE,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,DIMETHICONE,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,LAURETH-4,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,POLYETHYLENE,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,PEG-100 STEARATE,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,HYDROGENATED LECITHIN,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,CITRUS LIMON (LEMON) PEEL OIL*,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,CITRUS GRANDIS (GRAPEFRUIT) PEEL OIL*,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,MENTHA VIRIDIS (SPEARMINT) LEAF OIL*,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,CITRUS AURANTIUM DULCIS (ORANGE) PEEL OIL*,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,LIMONENE,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,LINALOOL,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,CITRAL,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,GARCINIA MANGOSTANA PEEL EXTRACT,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,PANAX GINSENG (GINSENG) ROOT EXTRACT,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,CITRUS AURANTIUM AMARA (BITTER ORANGE) FLOWER WAX,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,CASTANEA SATIVA (CHESTNUT) SEED EXTRACT,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,PSIDIUM GUAJAVA (GUAVA) FRUIT EXTRACT,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,CITRUS AURANTIUM AMARA (BITTER ORANGE) FLOWER WATER,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,LAMINARIA SACCHARINA EXTRACT,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,TRITICUM VULGARE (WHEAT) GERM EXTRACT,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,ADENOSINE PHOSPHATE,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,PANTETHINE,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,CREATINE,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,HORDEUM VULGARE (BARLEY) EXTRACT/EXTRAIT D'ORGE,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,FOLIC ACID,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,TOURMALINE,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,CORDYCEPS SINENSIS EXTRACT,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,ETHYLHEXYLGLYCERIN,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,ACETYL CARNITINE HCL,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,CAFFEINE,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,RHODOCHROSITE,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,SODIUM HYALURONATE,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,ISOPROPYL MYRISTATE,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,TREHALOSE,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,POLYGLYCERYL-3 BEESWAX,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,PVP/HEXADECENE COPOLYMER,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,SQUALANE,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,CAPRYLYL GLYCOL,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,TOCOPHERYL ACETATE,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,YEAST EXTRACT/FAEX/EXTRAIT DE LEVURE,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,ISOSTEARIC ACID,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,POLYMETHYL METHACRYLATE,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,DIMETHICONE SILYLATE,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,POLYHYDROXYSTEARIC ACID,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,MAGNESIUM ASCORBYL PHOSPHATE,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,NYLON-12,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,XANTHAN GUM,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,HEXYLENE GLYCOL,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,POLYSORBATE 60,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,SILICA,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,BHT,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,PHENOXYETHANOL,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,IRON OXIDES (CI 77491,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,CI 77492,39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,CI 77499),39,4.0
ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,TITANIUM DIOXIDE (CI 77891) * ESSENTIAL OIL PLEASE BE AWARE THAT INGREDIENT LISTS MAY CHANGE OR VARY FROM TIME TO TIME.� PLEASE REFER TO THE INGREDIENT LIST ON THE PRODUCT PACKAGE YOU RECEIVE FOR THE MOST UP TO DATE LIST OF INGREDIENTS,39,4.0
CAUDALIE,Premier Cru Cream,Moisturizer,WATER,140,4.4
CAUDALIE,Premier Cru Cream,Moisturizer,BUTYLENE GLYCOL*,140,4.4
CAUDALIE,Premier Cru Cream,Moisturizer,CAPRYLIC/CAPRIC TRIGLYCERIDE*,140,4.4
CAUDALIE,Premier Cru Cream,Moisturizer,HYDROGENATED ETHYLHEXYL OLIVATE*,140,4.4
CAUDALIE,Premier Cru Cream,Moisturizer,CETEARYL ALCOHOL*,140,4.4
CAUDALIE,Premier Cru Cream,Moisturizer,CETEARYL GLUCOSIDE*,140,4.4
CAUDALIE,Premier Cru Cream,Moisturizer,HYDROGENATED OLIVE OIL UNSAPONIFIABLES*,140,4.4
CAUDALIE,Premier Cru Cream,Moisturizer,NIACINAMIDE,140,4.4
CAUDALIE,Premier Cru Cream,Moisturizer,SESAMUM INDICUM (SESAME) SEED OIL*,140,4.4
CAUDALIE,Premier Cru Cream,Moisturizer,VITIS VINIFERA (GRAPE) SEED OIL*,140,4.4
CAUDALIE,Premier Cru Cream,Moisturizer,PRUNUS ARMENIACA (APRICOT) KERNEL OIL*,140,4.4
CAUDALIE,Premier Cru Cream,Moisturizer,COCO-CAPRYLATE/CAPRATE*,140,4.4
CAUDALIE,Premier Cru Cream,Moisturizer,GLYCERIN*,140,4.4
CAUDALIE,Premier Cru Cream,Moisturizer,HYDROLYZED HYALURONIC ACID*,140,4.4
CAUDALIE,Premier Cru Cream,Moisturizer,PALMITOYL GRAPE SEED EXTRACT*,140,4.4
CAUDALIE,Premier Cru Cream,Moisturizer,PALMITOYL GRAPEVINE SHOOT EXTRACT*,140,4.4
CAUDALIE,Premier Cru Cream,Moisturizer,HYDROGENATED APRICOT KERNEL OIL*,140,4.4
CAUDALIE,Premier Cru Cream,Moisturizer,HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL*,140,4.4
CAUDALIE,Premier Cru Cream,Moisturizer,PALMITOYL TRIPEPTIDE-1,140,4.4
CAUDALIE,Premier Cru Cream,Moisturizer,PALMITOYL TETRAPEPTIDE-7*,140,4.4
CAUDALIE,Premier Cru Cream,Moisturizer,TOCOPHEROL*,140,4.4
